#chrom	chromStart	chromEnd	name	strand	geneName
chr1	1418419	1421444	ENST00000520296.5	-	ANKRD65
chr1	1418419	1421769	ENST00000427211.3	-	ANKRD65
chr1	1418421	1421444	ENST00000537107.5	-	ANKRD65
chr1	1418879	1421091	ENST00000454272.2	-	ANKRD65
chr1	1419137	1421260	ENST00000442470.1	-	ANKRD65
chr1	1420244	1422691	ENST00000428932.1	+	AL391244.1
chr1	1426127	1427787	ENST00000378821.3	+	TMEM88B
chr1	1430538	1434573	ENST00000430109.1	-	LINC01770
chr1	1430549	1431843	ENST00000434150.1	-	LINC01770
chr1	1430549	1434488	ENST00000454562.1	-	LINC01770
chr1	1430663	1434520	ENST00000417917.1	-	LINC01770
chr1	1434860	1437459	ENST00000495558.1	+	VWA1
chr1	1435522	1440765	ENST00000338660.5	+	VWA1
chr1	1435689	1442882	ENST00000476993.2	+	VWA1
chr1	1435734	1437177	ENST00000471398.1	+	VWA1
chr1	1449688	1470163	ENST00000378785.7	+	ATAD3C
chr1	1449913	1455902	ENST00000475091.2	+	ATAD3C
chr1	1462482	1468663	ENST00000484537.2	+	ATAD3C
chr1	1471764	1497848	ENST00000673477.1	+	ATAD3B
chr1	1471783	1496201	ENST00000308647.8	+	ATAD3B
chr1	1478025	1497848	ENST00000472194.6	+	ATAD3B
chr1	1479048	1482662	ENST00000378736.3	+	ATAD3B
chr1	1483484	1496202	ENST00000485748.5	+	ATAD3B
chr1	1484568	1496201	ENST00000474481.1	+	ATAD3B
chr1	1503249	1509452	ENST00000641974.1	+	AL645728.2
chr1	1503581	1509351	ENST00000641679.1	+	AL645728.2
chr1	1512161	1534685	ENST00000378756.8	+	ATAD3A
chr1	1512164	1534584	ENST00000672388.1	+	ATAD3A
chr1	1512174	1534685	ENST00000378755.9	+	ATAD3A
chr1	1512384	1534613	ENST00000339113.9	+	ATAD3A
chr1	1512529	1534685	ENST00000536055.6	+	ATAD3A
chr1	1517069	1517775	ENST00000439513.1	+	ATAD3A
chr1	1517620	1522780	ENST00000429957.1	+	ATAD3A
chr1	1523954	1534142	ENST00000400830.4	+	ATAD3A
chr1	1534777	1540624	ENST00000378733.9	-	TMEM240
chr1	1535206	1540453	ENST00000425828.1	-	TMEM240
chr1	1539055	1540350	ENST00000624426.1	-	TMEM240
chr1	1541672	1574863	ENST00000291386.4	-	SSU72
chr1	1541673	1546487	ENST00000378726.1	-	SSU72
chr1	1544637	1574587	ENST00000378725.3	-	SSU72
chr1	1560847	1574584	ENST00000359060.5	-	SSU72
chr1	1574101	1575879	ENST00000647566.1	+	AL645728.1
chr1	1574974	1577075	ENST00000366221.3	+	AL645728.1
chr1	1583509	1583909	ENST00000621860.1	-	AL691432.3
chr1	1598011	1600135	ENST00000422725.4	-	FNDC10
chr1	1600313	1602703	ENST00000658591.1	+	AL691432.4
chr1	1613757	1615795	ENST00000607222.1	-	AL691432.2
chr1	1615414	1630605	ENST00000520777.5	+	MIB2
chr1	1615420	1630610	ENST00000355826.9	+	MIB2
chr1	1615436	1630605	ENST00000518681.5	+	MIB2
chr1	1615442	1630605	ENST00000505820.6	+	MIB2
chr1	1615453	1630604	ENST00000479659.5	+	MIB2
chr1	1615495	1630604	ENST00000489635.5	+	MIB2
chr1	1615513	1630604	ENST00000511502.5	+	MIB2
chr1	1615515	1619210	ENST00000477990.1	+	MIB2
chr1	1615529	1625040	ENST00000514363.1	+	MIB2
chr1	1615878	1630604	ENST00000487053.5	+	MIB2
chr1	1615886	1624832	ENST00000502470.5	+	MIB2
chr1	1615904	1630604	ENST00000378712.5	+	MIB2
chr1	1615913	1617898	ENST00000507082.1	+	MIB2
chr1	1615967	1617323	ENST00000463492.1	+	MIB2
chr1	1616273	1624901	ENST00000510793.5	+	MIB2
chr1	1616309	1630604	ENST00000504599.5	+	MIB2
chr1	1616310	1629163	ENST00000507229.5	+	MIB2
chr1	1617407	1624821	ENST00000503789.5	+	MIB2
chr1	1617559	1630604	ENST00000378708.5	+	MIB2
chr1	1617576	1630532	ENST00000506488.5	+	MIB2
chr1	1623121	1624859	ENST00000512004.1	+	MIB2
chr1	1623580	1624209	ENST00000508455.1	+	MIB2
chr1	1623801	1630604	ENST00000514234.5	+	MIB2
chr1	1624743	1625799	ENST00000467597.1	+	MIB2
chr1	1625086	1625763	ENST00000508148.1	+	MIB2
chr1	1625566	1626929	ENST00000486072.1	+	MIB2
chr1	1626859	1627830	ENST00000505370.1	+	MIB2
chr1	1627459	1629552	ENST00000473511.5	+	MIB2
chr1	1627521	1629270	ENST00000464570.1	+	MIB2
chr1	1628488	1630589	ENST00000483015.1	+	MIB2
chr1	1629105	1630603	ENST00000511910.1	+	MIB2
chr1	1629472	1630605	ENST00000470373.1	+	MIB2
chr1	1632162	1633120	ENST00000472264.1	+	MMP23B
chr1	1632172	1634654	ENST00000356026.10	+	MMP23B
chr1	1632177	1634474	ENST00000512731.5	+	MMP23B
chr1	1632178	1634654	ENST00000378675.7	+	MMP23B
chr1	1632782	1634651	ENST00000479814.5	+	MMP23B
chr1	1633202	1634568	ENST00000435358.5	+	MMP23B
chr1	1633202	1634568	ENST00000503792.1	+	MMP23B
chr1	1633678	1634604	ENST00000489782.1	+	MMP23B
chr1	1634001	1634608	ENST00000486400.1	+	MMP23B
chr1	1634239	1635263	ENST00000490017.1	+	MMP23B
chr1	1635224	1659004	ENST00000341832.11	-	CDK11B
chr1	1635586	1659012	ENST00000407249.7	-	CDK11B
chr1	1635737	1659012	ENST00000340677.9	-	CDK11B
chr1	1635737	1659012	ENST00000611150.3	-	CDK11B
chr1	1635737	1659012	ENST00000615951.4	-	CDK11B
chr1	1635737	1659012	ENST00000626918.2	-	CDK11B
chr1	1635737	1659012	ENST00000629289.2	-	CDK11B
chr1	1635737	1659012	ENST00000629312.2	-	CDK11B
chr1	1641771	1658972	ENST00000341028.8	-	CDK11B
chr1	1659324	1662602	ENST00000607013.1	+	FO704657.1
chr1	1659528	1692724	ENST00000614300.4	-	SLC35E2B
chr1	1661477	1692795	ENST00000617444.5	-	SLC35E2B
chr1	1661478	1692728	ENST00000611123.1	-	SLC35E2B
chr1	1663781	1670139	ENST00000480991.1	-	SLC35E2B
chr1	1670424	1692709	ENST00000481276.1	-	SLC35E2B
chr1	1671989	1673411	ENST00000596308.1	+	AL691432.1
chr1	1673274	1674397	ENST00000597891.1	+	AL691432.1
chr1	1699941	1701782	ENST00000234610.5	+	MMP23A
chr1	1702378	1724357	ENST00000404249.8	-	CDK11A
chr1	1702729	1722831	ENST00000356200.7	-	CDK11A
chr1	1702735	1737688	ENST00000598846.1	-	AL031282.2
chr1	1702765	1704253	ENST00000463652.5	-	CDK11A
chr1	1702880	1721655	ENST00000356937.7	-	CDK11A
chr1	1702880	1722831	ENST00000378638.6	-	CDK11A
chr1	1702880	1722832	ENST00000509982.5	-	CDK11A
chr1	1702880	1724324	ENST00000357760.6	-	CDK11A
chr1	1702880	1724324	ENST00000358779.9	-	CDK11A
chr1	1702880	1724324	ENST00000378633.5	-	CDK11A
chr1	1702880	1724324	ENST00000460465.5	-	CDK11A
chr1	1703087	1704116	ENST00000478901.1	-	CDK11A
chr1	1703087	1704555	ENST00000468397.1	-	CDK11A
chr1	1703603	1704602	ENST00000491311.1	-	CDK11A
chr1	1703867	1704585	ENST00000495016.5	-	CDK11A
chr1	1704048	1707561	ENST00000468800.5	-	CDK11A
chr1	1704098	1704760	ENST00000464748.1	-	CDK11A
chr1	1704242	1705024	ENST00000489300.1	-	CDK11A
chr1	1704349	1708876	ENST00000492390.5	-	CDK11A
chr1	1704607	1708231	ENST00000474916.1	-	CDK11A
chr1	1716349	1724032	ENST00000479362.1	-	CDK11A
chr1	1719165	1721879	ENST00000498810.1	-	CDK11A
chr1	1722465	1724019	ENST00000487462.1	-	CDK11A
chr1	1722707	1724274	ENST00000401096.2	-	CDK11A
chr1	1724511	1735973	ENST00000577672.1	+	AL031282.1
chr1	1724614	1731904	ENST00000417099.1	+	AL031282.1
chr1	1724837	1745919	ENST00000647043.1	-	SLC35E2A
chr1	1731827	1735620	ENST00000475229.2	-	SLC35E2A
chr1	1732241	1745992	ENST00000246421.4	-	SLC35E2A
chr1	1732553	1735975	ENST00000424604.1	+	AL031282.1
chr1	1734689	1739557	ENST00000643943.1	-	SLC35E2A
chr1	1735816	1737251	ENST00000418950.2	+	AL031282.1
chr1	1751231	1778470	ENST00000341426.9	-	NADK
chr1	1751231	1778790	ENST00000341991.7	-	NADK
chr1	1751231	1780069	ENST00000378625.5	-	NADK
chr1	1752470	1758575	ENST00000342348.9	-	NADK
chr1	1752974	1754383	ENST00000498806.1	-	NADK
chr1	1754060	1757268	ENST00000469045.5	-	NADK
chr1	1754162	1756327	ENST00000480499.5	-	NADK
chr1	1754164	1754866	ENST00000497747.5	-	NADK
chr1	1754170	1757024	ENST00000477235.5	-	NADK
chr1	1754180	1756608	ENST00000489538.1	-	NADK
chr1	1754202	1754896	ENST00000497615.1	-	NADK
chr1	1754342	1757228	ENST00000497186.5	-	NADK
chr1	1756003	1779962	ENST00000492845.6	-	NADK
chr1	1756587	1778419	ENST00000492768.5	-	NADK
chr1	1756770	1778419	ENST00000460602.5	-	NADK
chr1	1761664	1778420	ENST00000464373.1	-	NADK
chr1	1779156	1780457	ENST00000480542.1	-	NADK
chr1	1785284	1891117	ENST00000610897.4	-	GNB1
chr1	1785284	1891117	ENST00000615252.4	-	GNB1
chr1	1785285	1891087	ENST00000378609.9	-	GNB1
chr1	1787986	1794197	ENST00000461893.5	-	GNB1
chr1	1789060	1818386	ENST00000471354.1	-	GNB1
chr1	1790564	1890836	ENST00000439272.6	-	GNB1
chr1	1793244	1890401	ENST00000434686.6	-	GNB1
chr1	1804525	1832285	ENST00000437146.1	-	GNB1
chr1	1824987	1825554	ENST00000607589.1	-	GNB1
chr1	1824987	1890966	ENST00000472614.2	-	GNB1
chr1	1891470	1892658	ENST00000412228.1	+	AL109917.1
chr1	1915107	1917294	ENST00000378604.3	+	CALML6
chr1	1915259	1917296	ENST00000307786.8	+	CALML6
chr1	1915265	1917296	ENST00000482402.1	+	CALML6
chr1	1915408	1917071	ENST00000462293.1	+	CALML6
chr1	1917589	1918797	ENST00000378602.3	-	TMEM52
chr1	1917590	1919279	ENST00000310991.8	-	TMEM52
chr1	1917844	1919258	ENST00000378598.4	-	TMEM52
chr1	1917936	1919270	ENST00000470931.2	-	TMEM52
chr1	1918098	1919269	ENST00000602604.1	-	TMEM52
chr1	1918385	1919269	ENST00000416272.1	-	TMEM52
chr1	1921950	1959974	ENST00000642590.1	-	CFAP74
chr1	1921950	2003837	ENST00000493964.5	-	CFAP74
chr1	1921956	1927929	ENST00000464311.5	-	CFAP74
chr1	1922082	1927403	ENST00000412120.2	-	CFAP74
chr1	1946347	1960106	ENST00000493316.5	-	CFAP74
chr1	1953312	2003837	ENST00000270720.11	-	CFAP74
chr1	1955147	2003714	ENST00000468610.5	-	CFAP74
chr1	1955710	1960108	ENST00000461752.3	-	CFAP74
chr1	1983670	2003837	ENST00000378592.1	-	CFAP74
chr1	1987961	1990929	ENST00000378590.4	-	CFAP74
chr1	2013212	2015530	ENST00000443930.1	-	AL391845.2
chr1	2013568	2015639	ENST00000659674.1	-	AL391845.2
chr1	2019328	2030079	ENST00000638411.1	+	GABRD
chr1	2019344	2030758	ENST00000378585.7	+	GABRD
chr1	2019359	2030012	ENST00000639045.1	+	GABRD
chr1	2019359	2030407	ENST00000640067.1	+	GABRD
chr1	2019359	2030741	ENST00000638604.1	+	GABRD
chr1	2019378	2030365	ENST00000638771.1	+	GABRD
chr1	2019386	2025792	ENST00000639935.1	+	GABRD
chr1	2019403	2030656	ENST00000640949.1	+	GABRD
chr1	2019483	2030717	ENST00000640030.1	+	GABRD
chr1	2022314	2030086	ENST00000640423.1	+	GABRD
chr1	2023560	2024223	ENST00000639625.1	+	GABRD
chr1	2024269	2030712	ENST00000639777.1	+	GABRD
chr1	2025345	2029714	ENST00000640981.1	+	GABRD
chr1	2025525	2029185	ENST00000638763.1	+	GABRD
chr1	2026527	2030515	ENST00000639070.1	+	GABRD
chr1	2026894	2030292	ENST00000640892.1	+	GABRD
chr1	2027252	2030152	ENST00000640317.1	+	GABRD
chr1	2027628	2030008	ENST00000638804.1	+	GABRD
chr1	2028918	2030717	ENST00000640688.1	+	GABRD
chr1	2049202	2049651	ENST00000445600.1	-	AL391845.1
chr1	2049303	2050070	ENST00000449154.1	-	AL391845.1
chr1	2050410	2185395	ENST00000378567.8	+	PRKCZ
chr1	2050484	2146108	ENST00000468310.5	+	PRKCZ
chr1	2050502	2055760	ENST00000484419.1	+	PRKCZ
chr1	2050807	2059591	ENST00000503297.1	+	PRKCZ
chr1	2055440	2071536	ENST00000479566.5	+	PRKCZ
chr1	2055678	2135347	ENST00000466651.5	+	PRKCZ
chr1	2073461	2185390	ENST00000400921.6	+	PRKCZ
chr1	2073718	2146086	ENST00000495347.5	+	PRKCZ
chr1	2073985	2185190	ENST00000461106.6	+	PRKCZ
chr1	2074687	2150836	ENST00000461465.5	+	PRKCZ
chr1	2074854	2150945	ENST00000470596.5	+	PRKCZ
chr1	2075243	2150863	ENST00000496325.5	+	PRKCZ
chr1	2082247	2150936	ENST00000481140.5	+	PRKCZ
chr1	2104715	2150870	ENST00000482686.5	+	PRKCZ
chr1	2104738	2156087	ENST00000486681.5	+	PRKCZ
chr1	2111653	2150978	ENST00000470986.5	+	PRKCZ
chr1	2116204	2150897	ENST00000470511.5	+	PRKCZ
chr1	2133637	2148924	ENST00000471018.6	+	PRKCZ
chr1	2134812	2146098	ENST00000466352.5	+	PRKCZ
chr1	2134989	2150979	ENST00000497183.5	+	PRKCZ
chr1	2135261	2150865	ENST00000419838.6	+	PRKCZ
chr1	2141083	2145279	ENST00000606533.1	-	AL590822.2
chr1	2144450	2185395	ENST00000479263.5	+	PRKCZ
chr1	2145356	2156728	ENST00000503672.1	+	PRKCZ
chr1	2145386	2185116	ENST00000478770.6	+	PRKCZ
chr1	2168847	2185393	ENST00000505322.5	+	PRKCZ
chr1	2168974	2173951	ENST00000472017.1	+	PRKCZ
chr1	2181793	2183875	ENST00000333854.2	-	PRKCZ-AS1
chr1	2182734	2184389	ENST00000444529.1	-	PRKCZ-AS1
chr1	2184460	2194775	ENST00000400919.7	-	FAAP20
chr1	2184463	2207733	ENST00000469733.5	-	FAAP20
chr1	2184477	2194741	ENST00000428120.5	-	FAAP20
chr1	2184477	2194775	ENST00000414253.5	-	FAAP20
chr1	2185174	2194751	ENST00000400918.7	-	FAAP20
chr1	2189543	2194108	ENST00000497675.2	-	FAAP20
chr1	2189547	2194750	ENST00000378543.2	-	FAAP20
chr1	2189547	2194772	ENST00000378546.9	-	FAAP20
chr1	2189547	2199907	ENST00000401813.7	-	FAAP20
chr1	2189547	2212720	ENST00000487186.5	-	FAAP20
chr1	2189568	2194213	ENST00000476803.1	-	FAAP20
chr1	2189579	2194739	ENST00000440825.6	-	FAAP20
chr1	2191900	2194748	ENST00000420515.1	-	FAAP20
chr1	2198062	2203882	ENST00000514625.1	-	FAAP20
chr1	2212170	2212574	ENST00000420964.1	-	FAAP20
chr1	2212522	2220738	ENST00000442483.2	+	AL590822.1
chr1	2228318	2310213	ENST00000378536.5	+	SKI
chr1	2232478	2303038	ENST00000508416.1	+	SKI
chr1	2247995	2303376	ENST00000478223.2	+	SKI
chr1	2303645	2304368	ENST00000507179.1	+	SKI
chr1	2315039	2321323	ENST00000659232.1	+	AL590822.3
chr1	2315039	2323085	ENST00000661319.1	+	AL590822.3
chr1	2321252	2391554	ENST00000378531.8	-	MORN1
chr1	2326200	2326693	ENST00000607720.1	-	AL589739.1
chr1	2332125	2391687	ENST00000606372.5	-	MORN1
chr1	2350413	2352820	ENST00000602865.1	-	AL513477.1
chr1	2351643	2351857	ENST00000417061.2	-	AL513477.1
chr1	2355174	2391707	ENST00000378529.7	-	MORN1
chr1	2358637	2375878	ENST00000607342.5	-	MORN1
chr1	2363060	2363628	ENST00000607858.1	-	AL513477.2
chr1	2371164	2387529	ENST00000469374.5	-	MORN1
chr1	2371675	2385121	ENST00000419785.1	-	MORN1
chr1	2374852	2388337	ENST00000449373.2	-	MORN1
chr1	2378054	2391671	ENST00000378525.2	-	MORN1
chr1	2385371	2388509	ENST00000607031.1	-	MORN1
chr1	2387055	2388316	ENST00000475812.1	-	MORN1
chr1	2388003	2389996	ENST00000494279.2	-	MORN1
chr1	2391774	2405442	ENST00000378513.7	+	RER1
chr1	2391827	2402325	ENST00000378518.5	+	RER1
chr1	2391840	2405436	ENST00000605895.6	+	RER1
chr1	2391842	2403064	ENST00000306256.13	+	RER1
chr1	2391856	2396367	ENST00000493207.1	+	RER1
chr1	2391889	2403751	ENST00000378512.5	+	RER1
chr1	2393173	2402316	ENST00000443438.5	+	RER1
chr1	2394004	2403216	ENST00000488353.2	+	RER1
chr1	2401950	2403227	ENST00000462129.1	+	RER1
chr1	2403963	2412564	ENST00000288774.8	-	PEX10
chr1	2403973	2412564	ENST00000447513.7	-	PEX10
chr1	2404060	2412456	ENST00000650293.1	-	PEX10
chr1	2404837	2412540	ENST00000507596.5	-	PEX10
chr1	2406517	2412535	ENST00000510434.1	-	PEX10
chr1	2408529	2413797	ENST00000508384.5	-	PEX10
chr1	2408582	2410004	ENST00000515760.1	-	PEX10
chr1	2408603	2410836	ENST00000502666.1	-	PEX10
chr1	2408754	2412514	ENST00000514502.1	-	PEX10
chr1	2425979	2479804	ENST00000609981.5	+	PLCH2
chr1	2467458	2505526	ENST00000449969.5	+	PLCH2
chr1	2476288	2505532	ENST00000378486.8	+	PLCH2
chr1	2476314	2505525	ENST00000419816.6	+	PLCH2
chr1	2479089	2505530	ENST00000343889.8	+	PLCH2
chr1	2479887	2505276	ENST00000278878.6	+	PLCH2
chr1	2492299	2493258	ENST00000424657.1	-	AL139246.1
chr1	2493436	2494479	ENST00000442305.1	-	AL139246.4
chr1	2497781	2505528	ENST00000473964.5	+	PLCH2
chr1	2498646	2505528	ENST00000462379.1	+	PLCH2
chr1	2508536	2526596	ENST00000378466.9	-	PANK4
chr1	2508536	2526596	ENST00000435556.8	-	PANK4
chr1	2508794	2520901	ENST00000505228.5	-	PANK4
chr1	2509792	2514403	ENST00000502512.1	-	PANK4
chr1	2510292	2513013	ENST00000471361.1	-	PANK4
chr1	2512405	2514085	ENST00000487804.1	-	PANK4
chr1	2514412	2515937	ENST00000515423.1	-	PANK4
chr1	2514432	2519295	ENST00000468002.2	-	PANK4
chr1	2519203	2526575	ENST00000486396.1	-	PANK4
chr1	2520839	2526596	ENST00000502770.2	-	PANK4
chr1	2521260	2526187	ENST00000491212.1	-	PANK4
chr1	2521366	2526597	ENST00000514922.1	-	PANK4
chr1	2528744	2530263	ENST00000378453.4	-	HES5
chr1	2530063	2547460	ENST00000644246.1	+	AL139246.5
chr1	2546399	2547460	ENST00000606645.2	+	AL139246.5
chr1	2549919	2552106	ENST00000449660.5	-	TNFRSF14-AS1
chr1	2549919	2554245	ENST00000443892.2	-	TNFRSF14-AS1
chr1	2549919	2557011	ENST00000416860.2	-	TNFRSF14-AS1
chr1	2550073	2551598	ENST00000448624.2	-	TNFRSF14-AS1
chr1	2550282	2554150	ENST00000432521.2	-	TNFRSF14-AS1
chr1	2554240	2557031	ENST00000452793.1	-	TNFRSF14-AS1
chr1	2555638	2560714	ENST00000426449.5	+	TNFRSF14
chr1	2555790	2561815	ENST00000434817.5	+	TNFRSF14
chr1	2555801	2561815	ENST00000435221.6	+	TNFRSF14
chr1	2555979	2561815	ENST00000451778.5	+	TNFRSF14
chr1	2556221	2561718	ENST00000409119.5	+	TNFRSF14
chr1	2556365	2563829	ENST00000355716.4	+	TNFRSF14
chr1	2556385	2563829	ENST00000475523.5	+	TNFRSF14
chr1	2556404	2559156	ENST00000442392.6	+	TNFRSF14
chr1	2556405	2558862	ENST00000482074.6	+	TNFRSF14
chr1	2556556	2561535	ENST00000496064.5	+	TNFRSF14
chr1	2556570	2563749	ENST00000463471.6	+	TNFRSF14
chr1	2557812	2563826	ENST00000466750.5	+	TNFRSF14
chr1	2559579	2561542	ENST00000471768.1	+	TNFRSF14
chr1	2560553	2563504	ENST00000463835.5	+	TNFRSF14
chr1	2560681	2565382	ENST00000482602.5	+	TNFRSF14
chr1	2561800	2563452	ENST00000480305.1	+	TNFRSF14
chr1	2566409	2569888	ENST00000456687.3	+	AL139246.2
chr1	2581559	2584533	ENST00000424215.1	+	AL139246.3
chr1	2586490	2589632	ENST00000493183.5	+	PRXL2B
chr1	2586539	2589658	ENST00000474659.5	+	PRXL2B
chr1	2586749	2591467	ENST00000378425.9	+	PRXL2B
chr1	2586749	2591467	ENST00000444521.6	+	PRXL2B
chr1	2586776	2591468	ENST00000419916.8	+	PRXL2B
chr1	2586779	2591467	ENST00000378424.9	+	PRXL2B
chr1	2586795	2589947	ENST00000537325.6	+	PRXL2B
chr1	2586797	2591463	ENST00000378427.6	+	PRXL2B
chr1	2586816	2589805	ENST00000464043.5	+	PRXL2B
chr1	2586832	2588977	ENST00000465233.6	+	PRXL2B
chr1	2586876	2588992	ENST00000498083.2	+	PRXL2B
chr1	2587041	2589513	ENST00000481683.5	+	PRXL2B
chr1	2587077	2591469	ENST00000484099.5	+	PRXL2B
chr1	2587084	2588745	ENST00000477045.1	+	PRXL2B
chr1	2588593	2591468	ENST00000476686.1	+	PRXL2B
chr1	2590638	2592678	ENST00000471840.5	-	MMEL1
chr1	2590638	2633016	ENST00000378412.8	-	MMEL1
chr1	2590925	2629494	ENST00000502556.5	-	MMEL1
chr1	2590925	2629494	ENST00000504800.5	-	MMEL1
chr1	2591693	2592868	ENST00000491941.5	-	MMEL1
chr1	2591693	2592879	ENST00000464195.1	-	MMEL1
chr1	2592654	2594073	ENST00000469962.1	-	MMEL1
chr1	2606280	2611401	ENST00000509374.1	-	MMEL1
chr1	2629757	2632979	ENST00000511099.1	-	MMEL1
chr1	2632567	2636620	ENST00000427302.1	+	MMEL1-AS1
chr1	2635975	2801717	ENST00000401095.8	-	TTC34
chr1	2641367	2789665	ENST00000637179.1	-	TTC34
chr1	2768090	2784733	ENST00000648684.1	+	AC242022.2
chr1	2773602	2776473	ENST00000638002.1	+	AC242022.1
chr1	2811849	2812692	ENST00000457440.1	-	AL592464.2
chr1	2814055	2817767	ENST00000664694.1	+	AL592464.3
chr1	2814431	2814998	ENST00000429389.1	-	AL592464.1
chr1	2960657	2963415	ENST00000641229.1	-	AL589702.1
chr1	2961017	2968707	ENST00000642073.1	-	AL589702.1
chr1	3021466	3022903	ENST00000378404.4	+	ACTRT2
chr1	3059614	3062531	ENST00000606861.1	-	PRDM16-DT
chr1	3059614	3063786	ENST00000321399.7	-	PRDM16-DT
chr1	3059616	3061751	ENST00000413472.5	-	PRDM16-DT
chr1	3059616	3062032	ENST00000453118.5	-	PRDM16-DT
chr1	3059616	3068437	ENST00000445317.1	-	PRDM16-DT
chr1	3059623	3061866	ENST00000667159.1	-	PRDM16-DT
chr1	3059637	3062742	ENST00000670730.1	-	PRDM16-DT
chr1	3061288	3063682	ENST00000415573.1	-	PRDM16-DT
chr1	3061958	3062395	ENST00000420957.1	-	PRDM16-DT
chr1	3064071	3067769	ENST00000321336.1	-	PRDM16-DT
chr1	3069167	3434342	ENST00000511072.5	+	PRDM16
chr1	3069182	3186591	ENST00000607632.1	+	PRDM16
chr1	3069196	3435421	ENST00000378391.6	+	PRDM16
chr1	3069202	3438621	ENST00000270722.10	+	PRDM16
chr1	3069210	3434342	ENST00000514189.5	+	PRDM16
chr1	3127974	3128035	ENST00000635819.1	+	MIR4251
chr1	3132926	3133709	ENST00000440516.1	-	AL008733.1
chr1	3205987	3208664	ENST00000624175.1	+	AL512383.1
chr1	3237930	3433925	ENST00000512462.5	+	PRDM16
chr1	3244131	3386918	ENST00000463591.1	+	PRDM16
chr1	3306635	3310096	ENST00000607061.1	-	AL590438.1
chr1	3313051	3323149	ENST00000669140.1	-	AL354743.2
chr1	3367814	3373928	ENST00000665088.1	-	AL354743.1
chr1	3396490	3434293	ENST00000509860.1	+	PRDM16
chr1	3424918	3434095	ENST00000378389.5	+	PRDM16
chr1	3425215	3426072	ENST00000606170.1	+	PRDM16
chr1	3454664	3481113	ENST00000378378.9	+	ARHGEF16
chr1	3466004	3481113	ENST00000378373.5	+	ARHGEF16
chr1	3466970	3481113	ENST00000378371.6	+	ARHGEF16
chr1	3468543	3473521	ENST00000445297.5	+	ARHGEF16
chr1	3471606	3474457	ENST00000464620.1	+	ARHGEF16
chr1	3471623	3476019	ENST00000418137.1	+	ARHGEF16
chr1	3472768	3481113	ENST00000485984.1	+	ARHGEF16
chr1	3487245	3487627	ENST00000606489.1	+	AL512413.1
chr1	3487950	3611508	ENST00000356575.9	-	MEGF6
chr1	3489919	3531448	ENST00000294599.8	-	MEGF6
chr1	3490311	3493486	ENST00000494257.1	-	MEGF6
chr1	3490561	3611277	ENST00000485002.6	-	MEGF6
chr1	3490924	3496717	ENST00000491842.1	-	MEGF6
chr1	3492638	3496014	ENST00000475790.5	-	MEGF6
chr1	3492727	3494244	ENST00000461795.1	-	MEGF6
chr1	3560694	3560790	ENST00000385042.1	-	MIR551A
chr1	3623189	3624743	ENST00000435049.1	-	AL513320.1
chr1	3625014	3630127	ENST00000378344.7	+	TPRG1L
chr1	3625049	3630127	ENST00000344579.5	+	TPRG1L
chr1	3630766	3650058	ENST00000378322.7	-	WRAP73
chr1	3630769	3650103	ENST00000270708.12	-	WRAP73
chr1	3631885	3639625	ENST00000471223.1	-	WRAP73
chr1	3632212	3650026	ENST00000424367.5	-	WRAP73
chr1	3632765	3637057	ENST00000497940.5	-	WRAP73
chr1	3633309	3635450	ENST00000469643.1	-	WRAP73
chr1	3634915	3635433	ENST00000494884.1	-	WRAP73
chr1	3635013	3652761	ENST00000465916.5	-	WRAP73
chr1	3635271	3650063	ENST00000419924.2	-	WRAP73
chr1	3647245	3650061	ENST00000479331.1	-	WRAP73
chr1	3652515	3736201	ENST00000378295.9	+	TP73
chr1	3652519	3736201	ENST00000604074.5	+	TP73
chr1	3652564	3733292	ENST00000354437.8	+	TP73
chr1	3652564	3736200	ENST00000346387.8	+	TP73
chr1	3652564	3736200	ENST00000357733.7	+	TP73
chr1	3658937	3668772	ENST00000443034.1	-	TP73-AS3
chr1	3682365	3733079	ENST00000603362.5	+	TP73
chr1	3682365	3733079	ENST00000604479.5	+	TP73
chr1	3690671	3733292	ENST00000378280.5	+	TP73
chr1	3690671	3733292	ENST00000378285.5	+	TP73
chr1	3690671	3736201	ENST00000378288.8	+	TP73
chr1	3690706	3729751	ENST00000603364.5	+	TP73
chr1	3698045	3708534	ENST00000604194.1	+	TP73
chr1	3698057	3733091	ENST00000378290.4	+	TP73
chr1	3712199	3714298	ENST00000416554.1	-	TP73-AS2
chr1	3727477	3733367	ENST00000604566.1	+	TP73
chr1	3735510	3745905	ENST00000648526.1	-	TP73-AS1
chr1	3735600	3736588	ENST00000624167.1	-	TP73-AS1
chr1	3735610	3746771	ENST00000418088.6	-	TP73-AS1
chr1	3735649	3746942	ENST00000648432.1	-	TP73-AS1
chr1	3735685	3746714	ENST00000648479.1	-	TP73-AS1
chr1	3735983	3747322	ENST00000452079.5	-	TP73-AS1
chr1	3736056	3746715	ENST00000650545.1	-	TP73-AS1
chr1	3736174	3737875	ENST00000419973.1	-	TP73-AS1
chr1	3736192	3747336	ENST00000647831.1	-	TP73-AS1
